publn,applicant,auth,publnNum,kind,publnDate,application,cpcCode,name,address,country,cpcCodeB1,cpcCodeB2,cpcCodeB3
http://data.epo.org/linked-data/data/publication/EP/2513569/B1/-,http://data.epo.org/linked-data/data/vc/A0DD491E53B22BBAAC6315E78D7FDCAA,http://data.epo.org/linked-data/id/st3/EP,2513569,http://data.epo.org/linked-data/def/patent/publicationKind_B1,2014-10-22,http://data.epo.org/linked-data/id/application/EP/10801659,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Snecma,http://data.epo.org/linked-data/data/address/C59C7D7ED74C5C0FB725F5BA9CC2CFD4,FR,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2692008/A2/-,http://data.epo.org/linked-data/data/vc/A2185924B05E5C08325535EF8BE1E4FA,http://data.epo.org/linked-data/id/st3/EP,2692008,http://data.epo.org/linked-data/def/patent/publicationKind_A2,2014-02-05,http://data.epo.org/linked-data/id/application/EP/12794790,http://data.epo.org/linked-data/def/cpc/H01M8-0662,General Electric Company,http://data.epo.org/linked-data/data/address/E22C8B92840A6BAF4679955AE6C46ED8,US,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/1864350/B1/-,http://data.epo.org/linked-data/data/vc/0B3EE859083EBCE68CD79B5CFA0B93E3,http://data.epo.org/linked-data/id/st3/EP,1864350,http://data.epo.org/linked-data/def/patent/publicationKind_B1,2014-06-18,http://data.epo.org/linked-data/id/application/EP/06709724,http://data.epo.org/linked-data/def/cpc/H01M8-0662,"LG Fuel Cell Systems, Inc.",http://data.epo.org/linked-data/data/address/22BF5F398A4C8A58AA45CAC1A04DB01B,US,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2713430/A1/-,http://data.epo.org/linked-data/data/vc/B61CD16DE8433BBB553A168FA14EEE4A,http://data.epo.org/linked-data/id/st3/EP,2713430,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-04-02,http://data.epo.org/linked-data/id/application/EP/13186369,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Toto Ltd.,http://data.epo.org/linked-data/data/address/7BFF0D97F3151174474DB77BEC3EB58F,JP,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/1471033/B1/-,http://data.epo.org/linked-data/data/vc/78BF375C39AA0FF0AB5FD3DAB39B88CC,http://data.epo.org/linked-data/id/st3/EP,1471033,http://data.epo.org/linked-data/def/patent/publicationKind_B1,2014-01-01,http://data.epo.org/linked-data/id/application/EP/04009714,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Panasonic Corporation,http://data.epo.org/linked-data/data/address/9217E5C07B99644E28D2DC6A81C16241,JP,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/1382567/B1/-,http://data.epo.org/linked-data/data/vc/3C602578157196646442C86968C8D721,http://data.epo.org/linked-data/id/st3/EP,1382567,http://data.epo.org/linked-data/def/patent/publicationKind_B1,2014-09-24,http://data.epo.org/linked-data/id/application/EP/02708659,http://data.epo.org/linked-data/def/cpc/H01M8-0662,"OSAKA GAS CO., LTD.",http://data.epo.org/linked-data/data/address/20078726BB9A31CDCD3587EA3260828E,JP,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2772976/A1/-,http://data.epo.org/linked-data/data/vc/115461E4283F021C10523EA6ABF99F7D,http://data.epo.org/linked-data/id/st3/EP,2772976,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-09-03,http://data.epo.org/linked-data/id/application/EP/13156984,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Astrium GmbH,http://data.epo.org/linked-data/data/address/C849C13C6BE459E99B3CA514B06B7C9B,DE,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2772977/A1/-,http://data.epo.org/linked-data/data/vc/115461E4283F021C10523EA6ABF99F7D,http://data.epo.org/linked-data/id/st3/EP,2772977,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-09-03,http://data.epo.org/linked-data/id/application/EP/13156999,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Astrium GmbH,http://data.epo.org/linked-data/data/address/C849C13C6BE459E99B3CA514B06B7C9B,DE,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2736635/A1/-,http://data.epo.org/linked-data/data/vc/483A04814F4791D1279EDFCEE0B97F02,http://data.epo.org/linked-data/id/st3/EP,2736635,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-06-04,http://data.epo.org/linked-data/id/application/EP/12740898,http://data.epo.org/linked-data/def/cpc/H01M8-0662,"Max-Planck-Gesellschaft zur Förderung 
der Wissenschaften e.V.",http://data.epo.org/linked-data/data/address/EC4086EFA3051E2A41D0685CB63ED645,DE,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2420473/B1/-,http://data.epo.org/linked-data/data/vc/78BF375C39AA0FF0AB5FD3DAB39B88CC,http://data.epo.org/linked-data/id/st3/EP,2420473,http://data.epo.org/linked-data/def/patent/publicationKind_B1,2014-08-27,http://data.epo.org/linked-data/id/application/EP/10764195,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Panasonic Corporation,http://data.epo.org/linked-data/data/address/9217E5C07B99644E28D2DC6A81C16241,JP,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/1324415/B1/-,http://data.epo.org/linked-data/data/vc/78BF375C39AA0FF0AB5FD3DAB39B88CC,http://data.epo.org/linked-data/id/st3/EP,1324415,http://data.epo.org/linked-data/def/patent/publicationKind_B1,2014-12-03,http://data.epo.org/linked-data/id/application/EP/02258987,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Panasonic Corporation,http://data.epo.org/linked-data/data/address/9217E5C07B99644E28D2DC6A81C16241,JP,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2779294/A1/-,http://data.epo.org/linked-data/data/vc/2ECBEA607596BA5E2E86E733F0843985,http://data.epo.org/linked-data/id/st3/EP,2779294,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-09-17,http://data.epo.org/linked-data/id/application/EP/12848218,http://data.epo.org/linked-data/def/cpc/H01M8-0662,JX Nippon Oil & Energy Corporation,http://data.epo.org/linked-data/data/address/28399A9AE064CB33B857F6DD81DAA773,JP,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2750232/A1/-,http://data.epo.org/linked-data/data/vc/A65408431534D01F56986B808B5A8DA8,http://data.epo.org/linked-data/id/st3/EP,2750232,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-07-02,http://data.epo.org/linked-data/id/application/EP/12825207,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Panasonic Corporation,http://data.epo.org/linked-data/data/address/E22A02DAE129AEC41CCDC3621B429D11,JP,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2779290/A1/-,http://data.epo.org/linked-data/data/vc/2ECBEA607596BA5E2E86E733F0843985,http://data.epo.org/linked-data/id/st3/EP,2779290,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-09-17,http://data.epo.org/linked-data/id/application/EP/12846992,http://data.epo.org/linked-data/def/cpc/H01M8-0662,JX Nippon Oil & Energy Corporation,http://data.epo.org/linked-data/data/address/28399A9AE064CB33B857F6DD81DAA773,JP,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2779293/A1/-,http://data.epo.org/linked-data/data/vc/2ECBEA607596BA5E2E86E733F0843985,http://data.epo.org/linked-data/id/st3/EP,2779293,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-09-17,http://data.epo.org/linked-data/id/application/EP/12848108,http://data.epo.org/linked-data/def/cpc/H01M8-0662,JX Nippon Oil & Energy Corporation,http://data.epo.org/linked-data/data/address/28399A9AE064CB33B857F6DD81DAA773,JP,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2745345/A1/-,http://data.epo.org/linked-data/data/vc/D3119D175E3ED61A9E3826785E62E8E0,http://data.epo.org/linked-data/id/st3/EP,2745345,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-06-25,http://data.epo.org/linked-data/id/application/EP/12748397,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Technical University of Denmark,http://data.epo.org/linked-data/data/address/D897AB1DAA34DBB7A9246C30827C4751,DK,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/1620906/B1/-,http://data.epo.org/linked-data/data/vc/935E6FE0D5DCC81D81BC147E41211C05,http://data.epo.org/linked-data/id/st3/EP,1620906,http://data.epo.org/linked-data/def/patent/publicationKind_B1,2014-01-08,http://data.epo.org/linked-data/id/application/EP/04759269,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Bloom Energy Corporation,http://data.epo.org/linked-data/data/address/0B6F8A10CE45CF5592D3EB68534B4EB6,US,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2087547/B1/-,http://data.epo.org/linked-data/data/vc/5BD92C1E09DE070BC67460AA3B7B5996,http://data.epo.org/linked-data/id/st3/EP,2087547,http://data.epo.org/linked-data/def/patent/publicationKind_B1,2014-10-15,http://data.epo.org/linked-data/id/application/EP/07824400,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Ceres Intellectual Property Company Limited,http://data.epo.org/linked-data/data/address/B86CBB253C888B789C571A8F0C83E3A0,GB,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2784187/A1/-,http://data.epo.org/linked-data/data/vc/A4B7F8C475D96A5B8023BBBA128702D8,http://data.epo.org/linked-data/id/st3/EP,2784187,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-10-01,http://data.epo.org/linked-data/id/application/EP/13160858,http://data.epo.org/linked-data/def/cpc/H01M8-0662,"Helmut-Schmidt-Universität/ 
Universität der Bundeswehr Hamburg",http://data.epo.org/linked-data/data/address/E70DB3D0E170F1850038097062439397,DE,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2784187/A1/-,http://data.epo.org/linked-data/data/vc/6B0C8DB5C7D34DE6AF672AA9DD4F7831,http://data.epo.org/linked-data/id/st3/EP,2784187,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-10-01,http://data.epo.org/linked-data/id/application/EP/13160858,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Hamburg Innovation GmbH,http://data.epo.org/linked-data/data/address/82E9584F3FA53410C97410F3D7C9D634,DE,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2795706/A1/-,http://data.epo.org/linked-data/data/vc/A04D035C88E2EBE41AE8BD66621CFE2E,http://data.epo.org/linked-data/id/st3/EP,2795706,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-10-29,http://data.epo.org/linked-data/id/application/EP/12815752,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Intelligent Energy Ltd,http://data.epo.org/linked-data/data/address/5B1127948BB4DF958EE7BD48BEBCB289,GB,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2751863/A1/-,http://data.epo.org/linked-data/data/vc/2DEAFB74A6F071263F06199F9D6D62C8,http://data.epo.org/linked-data/id/st3/EP,2751863,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-07-09,http://data.epo.org/linked-data/id/application/EP/12778765,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Stiftelsen Arcada,http://data.epo.org/linked-data/data/address/0D46CFC00A1957F9F66CAD5AD2791C8D,FI,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
http://data.epo.org/linked-data/data/publication/EP/2812941/A1/-,http://data.epo.org/linked-data/data/vc/85320C551226205FE662482420A566D3,http://data.epo.org/linked-data/id/st3/EP,2812941,http://data.epo.org/linked-data/def/patent/publicationKind_A1,2014-12-17,http://data.epo.org/linked-data/id/application/EP/13705202,http://data.epo.org/linked-data/def/cpc/H01M8-0662,Convion Oy,http://data.epo.org/linked-data/data/address/56DED9A7F254595EC9C171C1A2EE4E3D,FI,http://data.epo.org/linked-data/def/cpc/H01M8-06,http://data.epo.org/linked-data/def/cpc/H01M8-00,http://data.epo.org/linked-data/def/cpc/H01M
